onca,caseiro,notícia,comment_text
2,0,1,"Cara simplesmente falta de responsabilidade de todos!!!! O caseiro sabia que ela esdava por la todas as noites, e ele fez o que? Saiu a noite.... E o mais incompreensível é, cade as filmagens? A camera gravou vezes que a onca passou por la mas nao gravou atacando?"
1,1,0,"Não é assim. Em defesa da vida, isso não procede."
2,1,1,"Mas gente...A onça está na &quot;casa&quot; dela, o ser humano que foi longe demais e invadiu, se sente ameaçada...pelo que eu vi aí,  tem bastante mata, rio...além de ter outras....infelizmente foi uma fatalidade, foi instinto do animal😢"
1,1,1,"​@@samirSchnossa,  que  falta de  respeito com  éssa  família,  o Senhor Jesus esta voltando,  <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=67"">1:07</a>"
1,1,1,"Meu Deus, que fatalidade é muito triste"
1,1,1,​@@Naoacreditemtudoqueve da qual não acredito q o façam! 😕
0,1,1,Era para ter sacrificado sim porque ela comeu uma pessoa
1,1,0,"Hipócrita a alguns meses atrás uns cachorros pitbull mataram um pedreiro,  e não fizeram nenhum sencionalismo .... 2 pesos 3 medidas..."
0,1,2,Muito parabéns pela reportagem sem enrolação
1,1,1,Meus sentimentos aos familiares.
1,1,0,Entendi nada
0,1,1,Concordo plenamente com vc um revólver já ajuda
1,1,1,Amém assim seja
1,0,1,Foi muito bem avisado
1,0,1,"Eis a questão. O amor à integridade física, o amor à vida."
0,1,1,"A prioridade é totalmente para a proteção do animal , o ser humano que se ferre. Valores invertidos ."
1,1,1,"nao sentiu dor, adrenalina faz a dor sumir, mas medo com certeza"
1,1,1,Será mesmo que aquela onça é realmente o mesmo animal do ataque??? Meu questionamento é pelo fato do animal ter devorado a metade de um homem adulto... uma média de 40 kilos de carne... achei a barriga um pouco &quot;murcha&quot; pra quem se alimentou tanto recentemente.
1,1,1,"Eu acho que a onça que atacou ele foi a que perdeu a briga. A que ganhou ficou com o território, as presas melhores e a fêmea."
1,1,1,Um homem ainda novo😢
0,1,1,"​@@bethcalais4618Ele tá certo. Hoje em dia até um cachorro ou uma árvore valem mais que um ser humano, infelizmente !"
1,1,1,"Nesse caso sim, essa frase faz sentido"
1,1,1,"Particularmente,  eu estou achando  que  não. Existem  outros quesitos a  se ponderar."
2,2,1,"O que aconteceu com seu George foi uma muito triste, não podem matar a onça ela é animal na sua floresta 😮"
1,1,1,A Palavra de Deus tem poder. Dos homens nao. Isso è proverbio com má interpretação.
1,1,1,como morar em um lugar desse e não ter cachorros
1,1,1,"Desarmado se torna vítima de felino feroz , é um animal que já come todos os tipos de carne .<br>Meus sentimentos à família do Sr Jorge ."
1,1,1,"Óbvio,afinal é região pantaneira."
2,1,1,​@@kidsapps2710 verdade tá cada vez mais precária com os incêndios e habitat escasso  e ainda tem gente que culpa a onça .Se as pessoas estudassem mais seria tão bom!
0,0,1,"Exato, as pessoas subestimam demais os predadores. Outro dia, li que uma jovem pesquisadora europeia que fazia um voluntariado num parque africano decidiu, por causa do calor, ir dormir numa casa em construção que faltava apenas o teto e não deu outra: à noite, um leopardo entrou sorrateiro e a jovem foi obviamente devorada. Um erro primário."
1,1,1,Vdd
1,1,2,"@@LucasMartins-ub3xx A própria reportagem fala que não está em extinção.   Inclusive na clasificação oficial nacional, ainda não está na lista das espécies &quot;ameaçadas&quot;."
1,0,1,O certo seria se mudar.
1,1,1,É a pura verdade eu tô passando por isso e olha que eu fui vítima de bala que saiu da arma de um policial sou evangélica tenho 48 anos trabalhava prá pagar as minhas contas e pra sobreviver e agora tenho que estar me humilhando pra conseguir benefício porque não passo mais trabalhar o tiro acertou a minha coxa direita uma pessoa boa de saúde e agora me encontro nessa situação 😡😔😢😭
2,2,1,Mas se foi deus que criou a onça e seu Jorge
0,1,1,"Isto mesmo,na África animals que experimentam carne humana são sacrificados para não haver outra morte."
2,1,1,Linda no caso lindo e macho ❤
1,1,1,Amém 🙏
1,0,1,Obs: Ele não tinha cachorros de guarda que poderia lhe proteger neste momento ...
1,1,1,Esse e o problema deles preferem salvar a vida de um animal de ameaça do que do um ser humano .
2,1,1,Lindo de longe
2,1,1,"Ser humano é mais maldoso que isso vai por mim, a onça só queria comer, todo dia tu ver gente se matando por besteira"
1,1,1,"Não existe isso de &quot;animal maldoso&quot; nesse caso, ele não matou por sadismo ou por maldade! Pare de humanizar o animal! Animais não possuem moral, somente o ser humano!"
1,1,1,"Verdade viu, uma pena"
1,1,1,Deus usou ele.pra alerta  o seu Jorge 😢
0,1,1,Onças atacam humanos desde antes dos colonizadores chegarem na América do Sul as vezes acontece esses ataques e surpresas é um animal poderoso carnívoro imponente de grande potência e força.
1,0,1,"Esse vídeo do cunhado é de um mês antes, ele fala &quot;essa onça vai te comer jorge&quot; pena q o caseiro não se atentou nas palavras dele"
1,2,1,Meus pêsames a família do Jorge
1,1,1,"Acredito que devido a tecnologia temos visto mais casos, Oi seja sempre teve porém não expostos a nível nacional. ESTUDOS É UMA COOSA NA PRÁTICA É OUTRA,CL"
1,2,1,Muito triste o que aconteceu com esse senhor😢 que Deus o tenha🙏 e que Deus conforte os corações dos familiares🙏
1,0,1,"Essa história me fez lembrar daquele caso de 2003 que um homem foi devorado pelo urso,o qual,esse homem admirava muito e foi acampar no habitat do urso.<br>Não deu bom!😮<br>Ele costumava gravar os áudios com o urso e ficou gravado o desespero dele na hora que o urso atacou,dava pra ouvir até is ossos sendo triturado pelo urso.<br>Terrível 😮😮😮"
1,1,1,"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=344"">05:44</a>...Desconfio que a Onça que atacou, foi morta la qdo eles chegaram e ela atacou eles e pregaram chumbo nela e pra não dar B.O com o IBAMA e outros, capturam outro macho pra ser um tampão da que foi abatida, nota-se que este animal é mais magro que a que atacou o caseiro."
0,1,1,"Como esse animal mata um homem e come, ainda deixa esse animal vivo."
2,1,1,"Eu moro dentro do Parque Estadual da Serra do Mar e já vi na estrada que dá acesso a minha chácara duas onças pardas...uma em 2017 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=930"">15:30</a> e a outra em 2020 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=960"">16:00</a>...como bióloga e por conta própria sem vínculo com instituição faço o registro do aparecimento delas e de outros mamíferos carnívoros como meio de observação do território deles. Mas duas vezes que avistei estava dentro do carro e respeitei as normas de segurança para preservar a minha  vida  e do animal. É assim que devemos ser.. conviver com  os animais silvestres sempre respeitando seu habitat."
1,0,1,"Devia ter avisado a polícia do meio ambiente q a onça estava espreitando, assim eles montariam uma armadilha e a soltariam em outro lugar"
1,0,1,O cara que se descuidou
1,0,1,Verdade foi isso mesmo um descuido e a onça é um ser irracional.  O finado Jorge confiou muito.😢
1,1,1,@@CleumaFurtado-m2j boa tarde nossa coitada de você levou um tiro e mesmo assim negaram um benefício que é seu direito né. Eu também estou passando uma raiva na cidade que moro vou passar por perícia com laudo de ortopedista ressonância tomografia coluna toda estourada andando com dificuldades eles falam que a gente não tem nada como assim com todos os laudo nas mãos eu fico triste porque eu não estou mentindo então quem está mentindo são eles. Logo Deus toma providências em nosso favor também sou evangélica.
1,1,1,Com certeza. Principalmente quando são carnívoros.
1,1,1,"A conversinha é essa, e o fumo entrando."
1,1,1,É tanto especialista em fauna e ninguém pergunta a um índio que vive na floresta e entende agora fica um monte de cascateiro dando pitaco um verdadeiro consultor do Google.
0,1,1,São traiçoeiras também 😢atacam quando a presa tá distraída 🤦😱
2,1,1,"O animal estava no seu habitat , nós  seres humanos que invadimos seus espaços."
2,1,1,"O ser humano tem tanta importância qto o animal. Nem mais, nem menos. Situações assim são muito tristes, mas tratar o animal como um monstro é abdurdo."
1,2,1,"A onça era alimentada com frequência pelos barqueiros da região, que levavam turistas ao local, cobrando por isso. Isso está claro, quando diz que o animal não se intimida com a presença de pessoas. Infelizmente o ribeirinho foi a vítima (já anunciada pelo amigo) de uma atividade considerada ILEGAL e inconsequente. Que a polícia investigue o caso e prendam os barqueiros responsáveis."
0,1,1,"Entre um ser humano e uma onça, que morra ela. Gosto muito desse animal, porém ela lá na selva.<br> O mundo é dos animais e nosso. Não aceito a tese de que o homem está invadindo o espaço dos animais. Se falta comida pra eles lá na mata, está certo virem para as regiões urbanas predar seres humanos e animais domésticos?<br>  Infelizmente o seu Jorge deu mole. Eu ao primeiro sinal de onças no local iria embora dali, ou ficaria muito atento e preparado em termos de armamento de fogo."
1,1,0,Cade o ataque
1,1,1,"Mesmo brincando, as palavras têm poder"
1,1,1,Pode chegar a 120 KG de força e agilidade
1,1,2,Parabéns a reportagem. Mostrou os detalhes sem fazer fakes news e sencionalismo e ainda alertou sobre o perigo de querer proximidade com esses animais.
1,1,2,Seu trabalho é sério. Parabéns!
1,1,2,Parabéns pelo vídeo! Muito bem explicado.
1,1,1,Isso é avisos para todos os moradores dali 😢
1,1,2,"Parabéns pelo seu trabalho, vídeo excelente.<br>Meus sentimentos aos familiares e amigos da Vítima 😢"
1,1,2,Muito bom video 👏🏼👏🏼👏🏼👏🏼
1,1,1,"E ja estamos viven o  tempoem que um animal tem mais valor do que um ser humano,mais isso e o o flnal dos tempos!"
1,1,1,Essas sao as leis de hoje estao dando mais valor a um animal de alta perigosidade dessa .. doque um ser humano !
1,1,1,Reconhecer que o presidente Bolsonaro é extremamente INOCENTE É Justo. Que Deus continue abençoando sua vida Bolsonaro e restaure sua saúde o  mais breve possível!  melhor presidente da história política do Brasil 🇧🇷👍
1,1,1,"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=460"">7:40</a> - leopardo😅"
1,1,1,"​@@franciscocarlos1979<br> Não adianta o cachorro também não ataca a onça, cachorro tem medo e deixa ser levado <br> Já sei disso"
1,1,1,Tá certo ué
1,1,2,Ótima reportagem 👏🏻👏🏻👏🏻
1,2,1,Meus sentimentos aos familiares
0,0,1,"Mas se essa regiao é preservada , porque tem gente morando lá ? Deveriam cercar toda a area de uma vez e nao permitir que pessoas entrem na regiao .   Se ele era caseiro,é porque tomava conta de alguma propriedade de outra pessoa, ou seja , ta tudo errado nesse lugar aí. &quot;Preservar&quot; a regiao e deixar pessoas e animais na mesma area, nunca vai dar certo.  <br>E como ja foi dito em outro comentario : Cade as filmagens? A camera gravou a onca passando por la mas nao gravou atacando?"
1,1,1,Será que é a que matou o caseiro. Como saber? Tá muito magra pra ser a mesma.😢
2,1,1,"Matar ela não vai trazer o senhor de volta, quiçá a onça sabe que o que ela fez é moralmente errado  para nós. Não dá pra julgar um animal por agir conforme a natureza o criou. Se fosse um ser humano matando outro, aí sim."
2,1,1,E quando elas Sao cacadas  e mortas por hobby ;Esses cacadores sao.mortos?!
1,0,1,"@hudsonferreiraamador2255  não é q falte alimento na mata. Mas se um animal encontra alimento fácil, dado propositadamente por humanos, pq não aproveitar. Lei do menor esforço. Infelizmente aquele sr. confiou demais na sorte. E outra, pesquise sobre o Pantanal, assim como outras áreas naturais, está se acabando rapidamente, por conta da soja, gado e agrotóxicos."
1,1,1,"Tô chateado com esse cunhado, tirando onda brincando com caso sério,  triste."
0,1,1,"@@antoniojunior3476 não estou falando de lá especificamente, vários lugares, inclusive aqui onde eu moro interior de São Paulo, tem onças invadindo residências, se fosse só lá estava muito bom, mais isso ainda vai dar oque falar..."
1,0,1,Meus Deus a onça deu sinais através da sua ronda ao local! o cara que foi negligente  NÃO deu credito ao perigo! Que Deus conforte os corações da família e amigos!😢
1,1,1,coicidencia na verdade
1,1,1,Essa onça seria um ótimo policial pra pegar traficantes de animais silvestre 😅kkkk
1,2,1,Muito triste o que aconteceu.  Um homem com o coração tão bom. Que Deus o receba na sua infinita luz. E conforte o coração dos familiares
1,1,2,"Ótimo vídeo, ótima explicação"
1,2,1,Tragédia.Que Deus conforte o coração de todos os familiriares de amigos!!!😪
1,1,1,E porque Deus não livrou o seu Jorge? Seu Pai era melhor ou mais fiel que ele? Isso não tem nada a ver com Deus e sim a circunstância no momento
1,1,1,​ não era a hora do pai dele uai e sim a do seu Jorge​@@EdilaineCristinaBordao
1,1,1,"O cunhado fez em tom não de alerta, e sim de profecia e sim com risos, quando alguém fala algo negativo, eu repreendo na cara no Nome de Jesus! Não estou bem aí se vai gostar ou não."
1,0,1,Ele cutucou a onça com vara curta ai morreu
1,1,1,Oi
2,1,1,Ela é muito linda onçinha❤
1,1,1,"Ela magra, certamente não encontrava alimentação suficiente para se manter, por isso atacou humanos!"
1,1,1,ARMADO NAO SEI. MAS COM TRES CACHORROS PRA LATIREM E MOSTRAR ONDE ONÇA ESTAVA .
1,1,1,Sera que FOI a onca mesmo? 😢
1,1,1,Tem muitos casos isolados no amazonas! Só que ninguém divulga
1,1,2,Bela reportagem
1,1,1,​@@samirSch😂😂😂
1,1,1,​@@samirSchquanta sensibilidade 😢
1,1,1,Igual a minha ex mulher e a sogra junto! Tô correndo 😂😂😂😂
1,1,1,Vc diz isso porque nao sabe o que é uma onça te encarando...
1,1,1,"@crislvlourenco  Errado. O ser humano tem mais valor. Eles terão poder sobre os peixes, sobre as aves, sobre os animais domésticos e selvagens e sobre os animais que se arrastam pelo chão. Assim Deus criou os seres humanos.Gênesis <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=85"">1:25</a>-28."
