onca,caseiro,notícia,comment_text
2,1,1,"Não se deve culpar a onça pelo que aconteceu, isso aconteceu por culpa única e exclusivamente do ser humano, que não respeita a natureza!?!?!😮😮😮😢😢😢😮😮😮😮"
1,0,1,Verdade foi isso mesmo um descuido e a onça é um ser irracional.  O finado Jorge confiou muito.😢
2,1,1,"Cala a boca cara, quem está invadindo o habitat natural das onças é o ser humano, quem está destruíndo o planeta e causando extinção de animais é o ser humano."
1,2,1,Boa tarde ótimo vídeo muito triste a onça estava com fome com animais selvagem não se brinca devemos respeitar meus sentimentos a todos familiares Deus abençoe e conforte todos 0brga
1,1,1,"😅😅😅😅😅 claro, uma varinha de pesca iria mesmo inibir 2 onças 😅"
1,1,1,"Um pantaneiro daquele tinha que 24h andar, pelo menos, com um punhal de dois gomos bem afiado, 12 polegadas, na cintura, para ter pelo menos uma ter uma pequena chance de defesa"
1,1,0,Não tem nada a ver
1,1,1,"Claro que não né, todo mundo que mora perto de área de animas selvagens precisam estar cientes que esse tipo se coisa pode acontecer."
0,1,1,Trata a onça como se ela fosse uma coitada. Me poupe. Pois entre os  meus e ela. Ela morre primeiro. Não pensaria 2x
1,0,1,Moça que deu mole foi o senhor alimento elas no quintal
1,1,1,Onça com filhote é um perigo. Ela vai atacar qualquer um que se aproximar.  Essa onça provavelmente é aquelas que os pescadores jogam peixe pra ela comer. 🤦
2,1,1,"Não entendi o porquê tirar ela do seu convívio,se ela está magra, é culpa do próprio homem que invade seu habitat natural,as caças estão ficando mais difíceis pra eles, é mais fácil tirar o animal do que freiar o desmatamento na Amazônia 😡😡😡"
1,1,0,Que notícia educativa 😂
1,1,1,onça vai la pra comer o resto dos peixe.
1,1,1,"Cade as filmagens do ataque, tem coisa errada ia nessa história... Essas fazendas no Pantanal fica colocando pessoas sozinho pra cuidar da suas terras isso e errado..."
1,1,1,Mas ele nunca disse que onça não pode atacar o ser humano ! Eu pelo menos nunca ví ele dizer isso !
1,1,1,Habitat.
0,1,0,Que absurdo ! E  obvio que a onça ataca ser humanos . Eu vou pela tese dos indios que sabe mais do que voce . Cada absurdo que estes caras falam. !
2,2,1,"Será  que  o meio ambiente em MS está  equilibrado mesmo, porque a onça  atacou  o sr. Jorge. Lamento  pelo o sr. que foi atacado que morreu de forma trágica  e pelas onças  que estão  nessas condições.  Educação  e Respeito  pelos seres humanos e pela nossa fauna e flora. Meu mais profundo respeito pelo sr. Jorge."
2,1,1,"Biólogo Henrique, parabens pela cobertura! Super compreensível a quantidade de videos, esse é seu trabalho, continue postando. Trabalho com ecoturismo e esse caso é de muito interesse para mim, quero saber até os últimos detalhes. Nunca tive medo de onça, aqui na mata atlantica de sp não sei  nem quando foi o ultimo caso, se é que tem registro de algum. Para mim é isso aí mesmo, onça ataca, mas em circunstancias muito especificas, o excesso de confiança do Sr. Jorge acabou custando alto, foram mais de 5000 noites sem nenhum ataque de onça, chegou uma hora que ele relaxou demais, pelas imagens do local, não tinha como ele não ver a onça ali atrás do buriti, não tem nenhum mato, era só botar uma lanterna na mão que no momento que a onça percebesse que o Sr. Jorge tava de olho nela, ela não atacaria (e óbvio, ele não se aproximaria tb). Uma tristeza, parecia ser um cara muito gente boa. <br><br>Agora, me assustei muito com o último caso antes desse confirmado no pantanal, de 2008, não fui a fundo ver, mas parece que a onça arrancou o cara da barraca! Isso para mim não acontecia, voce poderia dar mais detalhes desse caso tb, caso saiba o que de fato aconteceu? obrigado!"
1,1,1,Óbvio que os indígenas iriam eliminar as onças que rondavam as suas ocas...Não tenham. duvidas...isso  não é romantizar...isso é questão de sobrevivência...
1,1,1,SOLTEM ELE COM O BOLSONARO MENTIROSO🦌🦌🦌🦌🦌🦌🦌➡️➡️➡️➡️
1,1,1,Eu sou pantaneiro criado no meio da selva e sempre vi onças se distanciarem de humanos. Onças  so atacam humanos para se defender. Eu posso afirmar com certeza que  a vitima desse caso estava tratando a onça  e acreditou ter amansado ela senao ele nao sairia pra fora da casa denoite. Os videos gravados que circulam por ai comprovam o que  estou dizendo. O caso ta mais pra ter acontecido assim: a vitima percebeu que a onça  estava ali e tentou aproximacao dado ao excesso de confianca. So que  a onca nessa situação  esta sempre  em situação  de defeza e a um minimo gesto da vitima o animal atacou. Eu pergunto porque a familia nao disponibilizou o video do ataque ainda? Digo ainda pq esta sob a tutela da policia mas o video não  deixara de ser exibido. Se foi a onca  que matou ela destruiria a vitima no local e so depois ela retornaria para esconder.
2,1,1,a onça tá bem?
1,1,2,Parabéns pelo vídeo. Sem sensacionalismo e informativo. Coisa rara hoje em dia.
1,1,1,"​@@xkirathxpior q o bicho é inteligente msm, nem deixou o  Richard falar kkkkkkkkk"
0,1,1,Rapaz a onça já tá magra c vai espremer ela até ela ficar igual ao pano de chão depois que a minha mãe torce ele kkkkk
0,1,1,"Sim, na Bíblia, é relatado que Davi matou um leão e um urso para proteger o rebanho de seu pai antes de ser ungido rei. Ele utilizou suas habilidades e força para defender as ovelhas dos ataques desses animais. Essa história é parte da preparação de Davi para a batalha contra Golias e o seu futuro reinado. <br><br>Detalhes da história:<br><br>1 Samuel <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=1054"">17:34</a>-36:<br><br>Davi explica a Saul que, enquanto apascentava as ovelhas, ele enfrentou e matou um leão e um urso que atacavam o rebanho. <br><br>Protetor do rebanho:<br><br>Davi mostra sua coragem e habilidades em defesa do rebanho de seu pai, indicando sua capacidade de proteger e liderar. <br><br>Preparação para o futuro:<br><br>Essa experiência e outras anteriores prepararam Davi para enfrentar desafios maiores, como a batalha contra Golias e o futuro reinado."
1,1,1,Hoje moro 29 anos en Valparaíso SP...mas morei 12 anos en Corumbá MS...vi muitas onças la
1,1,1,Não sei se o Vilela é burro ou se faz de burro
1,1,1,Eu tô traumatizada
1,1,1,"Sao irracionais, agem por extinto, porem, toda via, entre tanto se eu morasse num lugar desse, ate pra kagar eu ia armado, e n pensava 2 vezes em matar era do passar na minha vista"
1,2,1,Ninguém merece morrer assim 😢
1,2,1,O seu Jorge morreu e ninguém fala da família dele  agora a onça é mais importante que a família do seu Jorge
1,1,1,"Vamos acabar com os interiores,rj,mg,sp,es,ba e etc...onça tem em milhares de lugares...vai dormir..-!😅"
0,1,1,Fico pensando como os moradores não começa matar. Eta ferro. Aí tem mais.
1,1,1,Fossa tarefa depois que aconteceu a tragédia
1,1,1,Posso afirmar pra vcs que a onça que matou o Jorginho já foi abatida e faz tempo. Essa aí foi só pra acalmar a imprensa
1,0,1,Isso não é lugar para se morar
1,1,1,"O cara morreu, tu quer que façam ressonância magnética, tomografia e exames no cara morto ?"
1,1,1,"Pois é kkkk,um animal selvagem,equipado naturalmente para predar,traiçoeira,que chance um ser humano desarmado tem contra um bicho destes,kkk"
1,1,0,Tudo isso aí é mentira . Vídeo montagem.
1,1,1,Animal desse que por acaso esta no seu habitat natural
1,2,1,"@@Eduardo-wz1fw não é verdade, o cunhado dele já desmentiu isso, ele não cevava as onças. Foi só inocência mesmo, ele achava que não seria atacado pq as onças andavam por lá há muito tempo e nunca tinha acontecido nada"
1,1,1,Não foi a que capturaro ela tava fraca e com a bariga vazia.tem que capiturar as outras. O agro sem controle destroi tudo
0,1,1,1 MILHÃO DE ONÇAS ATÉ MAIS NÃO VALE A VIDA DE UM SER HUMANO.
1,1,1,@wagnerlima-137wf ???? Os caras são biólogos.  Vc é louco?
1,1,1,"O parente dele contou como foi ,pois viram nas câmeras , não foi assim!! Muito triste"
0,1,1,"@@luizproenca3953 ñ sei, têm muita gente de olho...<br>E a pressão é pra que o bicho ñ seja sacrificado."
1,1,1,Rapaz eu vendo esse caso eu la em presidente Figueiredo Amazonas eu dormi no baraco 8 km de picada sozinho e Deus agora eu imagino que perigo que eu passei
2,1,1,"A verdade é que a ganância do homem, cada vez mais avança em áreas de mata, para colocarem gado, plantarem soja , construírem pousadas e etc.   Precisamos repensar se não incentivamos tudo isso, com turismo excessivo, consumo despedidos ??"
1,1,1,Isso é creme tera o animal  de onde ela vive né
1,1,1,Vi um vídeo que um cara falando que ela estava atrás da árvore escondida e parece que ele correu pra esse ponte e ela pulou na cabeça dele por isso estourou a cabeça
1,1,1,"@@edmilsonsilvasantosofc, tá perdoado irmão"
0,1,1,Nessa região o que mais tem é onça comendo cão
1,1,1,Gente eu queria ver os restos mortais e n estou achando alguém sabe me ajudar? OBRIGADA POR OUVIR ❤😊
1,1,0,"Essa história nesse vídeo está totalmente distorcida, como pode deixarem um canal desse no ar com toda essa mentira? Esse acontecimento foi pela manhã  foi em uma pousada ou seja um pesqueiro."
2,1,1,DEIXEM O ANIMAL EM PAZ
1,1,1,"Eu queria entender uma coisa, a câmeras filmou a onça andando no local, e a morte do senhor a câmera não pegou em nenhum momento?"
1,1,1,"Produtos saudáveis uns 3 dias antes da cheia até uns 3 dias antes da lua nova  , saúde"
0,1,1,"Com um  tiro bem dado não tinha acontecido isso,  fica a dica,  que isso não se repita."
1,0,1,"O cara acha que animal e BRINQUEDO...(EXEMPLO)...Um leão selvagem pode atacar o seu suposto criador por várias razões, sendo que a sua natureza selvagem e imprevisível é o principal fator. Apesar de um leão poder estar habituado a uma pessoa, eles não são domesticáveis e podem apresentar comportamentos agressivos em diversas situações."
1,1,1,Não foi durante a noite! 😂 o dia ja tinha amanhecido!
1,0,1,Fazer o que num lugar desses
1,1,2,Muito bom video 👏🏼👏🏼👏🏼👏🏼
0,1,1,Eu já presenciei um caso que mesmo um caseiro atirando contra a onça ela vinha encima.
2,2,1,"Tadinho de seu Jorginho 🙏 E fica claro que esses animais magníficos de nossa fauna estão passando fome, mas por quê? ...E que zoom maravilhoso da cara da onça."
1,1,1,Tem o vídeo do momento em q ela ataca ele..mas não foi divulgado ainda..
1,1,1,@@olavonascimento211  &quot;foi de Vasco&quot; é só um meio de fizer MORREU.. NÃO ESTOU DESRESPEITANDO NINGUÉM..
1,1,1,Misericórdia 😢😢😢😢
0,2,1,"Se o homem tivesse matado essa onça ia ter um montão de críticas,,  o homem foi criado para controlar os animais mas ta tudo ao contrário,"
2,1,1,"Não é pra menos .tão invadindo o abtate  dos bichos e desmatando tudo ,não deixando outro meio de alimento a não ser o próprio homem como alimento . Agora querem ver a onça como perveça .raça de mortais  despresiveis . A formiga sabe a folha q cortar ."
0,1,1,Meu avô matou duas onça aqui no interior do Amazonas a muito tempo atrás faz uns 11 anos..<br>Matou os gados e os cachorros
1,1,1,"Se fosse um parente seu acho que vc não pensaria assim,essa onça provou carne humana tem que ser abatida sim,eu amo os animais mas nenhum animal é melhor do que uma vida humana muito menos se for um pai de família pessoa de bem."
1,1,1,Henrique vc acha então que a vigília lá no pesqueiro ainda continua diante dessa condição de haver mais onças que comeram dos restos mortais do Sr. Jorge
1,1,1,"... uma mulher espantando onça no grito, só pode ser mãe. Uma mãe com seu filhote, seja qual for a espécie, é braba mesmo!"
1,1,1,Tô pedindo a Deus esse dono da pousada que ele nunca mais seja feliz
1,1,1,ela te falou?
1,1,1,"Ninguém se preocupa quando o Corinthiano apanha no Maracanã. Gente, falem do massacre que aconteceu neste último Domingo. 4x0 foi pouco. Poxa, agora só falam dessa onça."
1,1,1,É só levar o animal pra casa desses jornalistas.
1,1,1,"O bicho passa fome na floresta,o seres humanos acabam com a natureza,"
1,1,1,Por que só tem onça onde não tem homem
1,1,1,Teria deuciado
1,1,1,😢que triste 😢
1,1,1,@MariadoCarmoSilva-k4r  cada um faz o que quer! Estou falando sobre a escolha minha e de meu esposo!
1,1,1,"<b>Objetivo da equipe:</b> &quot;Capturar&quot; a onça, dar um banho com shampoo de pet, levar ela pra tratamento psicológico (pq ela deve ter ficado nervosa), acompanhamento nutricional e escambal a 4..."
1,1,1,@AndersonRibolis-d5r  ah sim!! 😘
1,1,2,que bom que gente que de fato estuda o assunto esta fazendo videos...o que tem de bandido oportunista ganhando like em cima da morte do cara
0,1,1,"ANIMAL FEROZ, ASSASSINO, ADOTA ESSE ANIMAL."
1,1,1,A palavra tem poder.
1,1,1,É sério isso kkkkkk
1,1,1,"A exploração do pouco que resta do local onde ainda existem os animais, como exploração turística e renda para os proprietários também estão contribuindo com aproximação dos humanos com os animais facilitando uma aproximação perigosa e diminuindo o medo das onças do homem que existia naturalmente quando não tinha tanto contato com ser humano &quot;turistas&quot;"
1,1,1,A brincadeira acabou virando realidade 😢
2,1,1,"Porém predador , mas é lindo  animal"
1,1,0,"Exatamente, busquem conhecimento"
2,0,1,"A onça tá no lugar dela, o homem é que não deveria está lá, estão destruindo o abtate dos animais, mais tudo é culpada do agro que não se contenta com nada e precisa destruir a natureza e tudo que ali vivi"
1,1,2,Beleza de vidio Boa noite
1,1,1,Lengau
1,1,1,É as palavras tem poder o cunhado falou que o seu Jorge ia ser comido pela onça e infelizmente aconteceu tem que vigiar o o fala
0,1,1,Os bichos tem mais honra do que um sêres humano..
1,1,1,"Bom dia pessoal! Vou explicar o que os onçólogos especialistas não explicaram o que aconteceu!... É comum nessas pousadas pesqueiras os turistas alimentarem as onças o que propicia uma certa convivência de proximidade, conforme se percebe em outros vídeos. Assim, conforme um relato de um conhecido do Jorge o mesmo assistia televisão e as onças ficavam do lado de fora do cercado o observando e ao que parece havia uma certa convivência à distância. Já estavam ambientadas, contudo, conforme narrado por ele próprio ao cunhado, houve uma disputa de território na qual um outro felino dominou o território e expulsou aqueles que eram ambientados com Sr. Jorge, fato que não era a mesma onça acostumada pelos turistas e provavelmente estava faminta por ter migrado de longa distância e como parte da dominação do território abateu a única presa existente naquele local para se alimentar e como forma de dominação total do território! Falou o doutorado após ampla pesquisa sobre este caso!"
